Drug_ID,Drug,Y,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed
Isoproterenol,CC(C)NCC(O)c1ccc(O)c(O)c1,0,2.652574355517288,325.60911457507285,11.422285251880869,8.935498913634552,8.935498913634552,7.002907755397974,4.93729884558572,4.93729884558572,3.8268983275063753,3.8268983275063753,2.103692351696225,2.103692351696225,1.212914294235595,1.212914294235595,6.103966387748303,10.213054789681411,0.0,11.49902366656781,18.150048726757532,0.0,12.13273413692322,6.06636706846161,13.847474399381248,5.316788604006331,5.106527394840706,211.120843404,1.2,1.8666666666666667,2.4,0.45454545454545453,-1.2600000000000002,15.0,194.12499999999997,1870.1160148404683,11.812780203784571,4.9999590646139,3.416335285841419,89.1886771316761,9.72949074074074,0.5042598752600684,9.72949074074074,0.15726145597211152,0.1779918850256148,0.15726145597211152,-0.6815740740740746,-0.5042598752600684,1.1291999999999998,57.870100000000036,211.261,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,84.0,20.63637078852845,0.0,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.913841467842857,17.696185628620217,12.586597235060536,6.103966387748303,1.0,15.319582184522117,0.0,0.0,5.316788604006331,0.0,25.993281616277514,6.544756405912575,23.762552697081826,0.0,11.49902366656781,5.316788604006331,0.0,11.49902366656781,0.0,27.90617941958265,0.0,0.0,25.514892278826544,18.19910120538483,0.0,0.0,0.0,72.72,0.0,0.0,0.0,31.154388804904677,0.5818981481481484,-0.3899391639371792,4.6091257768539515,-0.6815740740740746,4.3927671747711425,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5632719285067509
Ketoconazole,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0,1.2175372014340653,1183.1646774789097,25.122745096813752,19.978376919265457,21.49023481130237,17.415453901946535,11.881445949707727,12.63737489572618,8.960978204398748,9.80461411161134,6.51359642067459,7.061402531950628,4.597175258783871,5.1496361730751,5.7871111525705965,4.794537184071822,0.0,12.011146117099809,35.36723845411806,37.61592373161777,0.0,31.580634982991462,45.99568829256296,9.883888251797686,37.41246864186518,530.148760736,1.1388888888888888,1.9166666666666667,2.5833333333333335,0.38461538461538464,-2.779999999999999,36.0,503.21600000000024,217868883.41727722,24.894187867656502,10.682485378298802,5.466468508597956,219.81542995421987,11.55334279947623,0.4907908063975836,11.55334279947623,0.21906664142055066,0.12859999419153767,0.21906664142055066,-1.0810780009922878,-0.4907908063975836,4.205800000000003,137.5959999999999,531.4399999999999,0.0,8.0,0.0,2.0,2.0,2.0,1.0,3.0,7.0,0.0,10.0,0.0,7.0,0.0,2.0,2.0,190.0,28.57750797089246,18.460360185545127,0.0,11.694290881922102,0.0,0.0,4.794537184071822,4.9839785209472085,0.0,0.0,29.268246848926644,36.39820241076966,61.76992104668895,24.50159175893136,5.0,19.005126045471968,34.7964457845001,0.0,14.450987899589041,0.0,25.3595711459221,44.29269928352661,76.79429481640162,0.0,5.749511833283905,9.636772684650527,5.687386274683562,5.749511833283905,23.20187978046503,65.85492356936498,26.60013065015509,0.0,12.487188691387619,61.18557669722196,10.045266627482652,0.0,0.0,69.06,20.604900125414357,12.655940089837516,19.830342598124407,1.0208319602453872,1.8210378081523433,-0.2012216586760156,13.29190626572164,4.97870032850494,5.803118038230981,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45541449702144693
labetalol,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,0,1.8473022986610148,673.56704729252,17.526733258565955,13.77484878610931,13.77484878610931,11.469234250586762,8.051626342052955,8.051626342052955,5.990204547326001,5.990204547326001,4.039354379873848,4.039354379873848,2.5188609594472697,2.5188609594472697,12.011146117099809,15.007591973753232,0.0,17.35480415412886,12.10820789760957,12.841643245852019,17.696185628620217,6.06636706846161,18.19910120538483,24.373259940620173,5.733667477162185,328.178692628,1.2083333333333333,1.9166666666666667,2.5833333333333335,0.3157894736842105,-2.37,24.0,304.21999999999997,222954.57206899836,17.97570231913846,8.47316831573415,5.077760022698596,141.6828346113938,11.247552441693543,0.5071215315892779,11.247552441693543,0.25196572809233486,0.017292657647962395,0.25196572809233486,-0.7751154782900815,-0.5071215315892779,2.1353999999999997,93.81220000000003,328.4120000000001,5.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,4.0,5.0,0.0,8.0,0.0,0.0,0.0,128.0,21.263510870849927,5.749511833283905,0.0,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,0.0,36.39820241076966,43.025017565859855,12.586597235060536,11.6674178794453,2.0,15.007591973753232,5.907179729351506,0.0,5.316788604006331,5.733667477162185,31.911187662438905,6.544756405912575,65.22129102278387,0.0,5.749511833283905,11.050456081168516,0.0,5.749511833283905,0.0,28.70683175409345,6.4208216229260096,0.0,40.93341686952774,48.53093654769288,0.0,0.0,0.0,95.57999999999998,0.0,0.0,11.247552441693543,23.12667474440871,7.055716623929037,-0.8950215905267791,14.883809313078931,1.1504617990702044,2.430806668346351,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5968389616111595
levodopa,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,0,2.7772680269131413,350.6652327975252,10.71517847069432,7.343747204098415,7.343747204098415,6.502907755397974,3.9967885591797376,3.9967885591797376,2.9719215653681355,2.9719215653681355,1.812638001675133,1.812638001675133,1.037227028910416,1.037227028910416,12.011146117099809,4.794537184071822,0.0,17.919845289493818,5.563451491696996,0.0,18.19910120538483,0.0,0.0,0.0,21.0532496616843,197.068807832,1.3571428571428572,2.0,2.5,0.2222222222222222,-1.75,14.0,186.10199999999995,1115.7791056158326,10.331632653061224,3.972117202268431,2.366714454376792,80.41034351633131,10.418623551272361,0.5042598930844389,10.418623551272361,0.32031552163797705,0.11425925925925906,0.32031552163797705,-1.099477040816326,-0.5042598930844389,0.052200000000000135,49.08680000000002,197.18999999999997,5.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,5.0,0.0,3.0,0.0,0.0,0.0,76.0,21.0532496616843,6.041840829147961,11.49902366656781,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,6.06636706846161,24.117007251546223,0.0,0.0,1.0,20.11411936859394,5.969305287951849,0.0,0.0,5.733667477162185,12.462662452073971,0.0,23.762552697081826,0.0,11.49902366656781,5.733667477162185,0.0,11.49902366656781,0.0,27.330728301621924,11.21535880699783,0.0,5.563451491696996,18.19910120538483,0.0,0.0,0.0,103.78000000000002,0.0,0.0,10.418623551272361,26.633114921894684,5.857960128495844,-1.6154629629629613,3.0915051020408155,0.11425925925925906,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5125069246930146
Meclocycline,C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)C3(O)C(=O)/C(=C(/N)O)C(=O)C(N(C)C)C3C(O)C12,0,2.0737283966173288,1228.9950474074835,24.72916813859674,17.534549582914494,18.29047852893295,15.27739188165435,9.814219499784864,10.192183972794092,8.55564805951544,8.962848186256045,6.655520574052739,6.970490968227094,5.249825274938832,5.528680255063114,75.47039037901891,39.91624852641899,0.0,21.722640827204586,0.0,0.0,31.12798783312808,0.0,0.0,6.578935683598497,17.3346073673947,476.098643312,1.1515151515151516,1.7575757575757576,2.303030303030303,0.3181818181818182,-3.1800000000000006,33.0,455.70100000000025,12340718.311006568,22.994207103841575,7.158607704217927,2.687971489477063,192.0429000479114,13.646289210128494,0.5071634115351145,13.646289210128494,0.21135963142442332,0.04353258587385578,0.21135963142442332,-3.0449033919123183,-0.5071634115351145,0.05890000000000045,115.97440000000002,476.8690000000002,7.0,10.0,3.0,0.0,3.0,1.0,0.0,1.0,10.0,6.0,11.0,0.0,1.0,2.0,0.0,2.0,174.0,31.266304451365713,17.08178123500935,17.26739541199137,11.566489892729878,0.0,0.0,19.283521283065944,0.0,0.0,0.0,18.179875573831012,31.80118263234687,16.503990851599717,29.200269284823918,4.0,39.91624852641899,40.28294413105277,0.0,4.899909730850478,17.56947956948497,17.746858027879952,14.09534396535438,51.890514832438306,0.0,5.749511833283905,5.733667477162185,0.0,5.749511833283905,11.600939890232516,79.62448353738314,14.383611552215466,11.835812092322787,11.126902983393991,35.74097853530299,5.022633313741326,11.332269401725444,0.0,181.62,0.0,6.247970957766757,41.130731621628684,53.97455075243376,0.5928983482613575,-9.275889447308698,1.0705318101694814,-1.772515747039557,3.8851126438229615,2.841053504709709,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14017148546784908
Meclofenamate,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,0,2.4792257516581118,641.3382452943696,13.991199352633217,10.075492447120032,11.587350339156941,9.002907755397974,5.543729287703723,6.2996582337221785,4.0290022487890695,4.814166848538902,2.7013371654984764,3.5033809778000564,1.6845329539413543,2.1496694044056976,5.969305287951849,4.794537184071822,0.0,5.563451491696996,21.420039176849777,5.563451491696996,6.06636706846161,30.33183534230805,6.923737199690624,5.316788604006331,28.30840717530574,295.01668395200005,1.1578947368421053,1.8421052631578947,2.526315789473684,0.07142857142857142,-1.7099999999999995,19.0,285.06499999999994,18508.060248751837,13.715440199973633,5.510041665937221,2.8291148066246747,120.3305320439654,11.142787383471907,0.4775833404924006,11.142787383471907,0.33730975579289907,0.16309208868732683,0.33730975579289907,-1.0111130007558577,-0.4775833404924006,4.743620000000003,77.88300000000002,296.153,2.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,98.0,10.423315998847038,0.0,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,41.40098098584986,30.686289896772447,0.0,26.98349066854677,2.0,9.901064578912528,40.545957617784005,0.0,0.0,0.0,6.923737199690624,5.316788604006331,57.5703720216463,0.0,0.0,5.316788604006331,11.374772549367124,0.0,23.20187978046503,11.075832682792555,0.0,6.923737199690624,15.921440167465814,36.39820241076966,10.045266627482652,0.0,0.0,49.33,0.0,12.27488662131519,11.142787383471907,13.037310878054926,1.985134794658605,-1.0111130007558577,10.10577239229025,0.0,1.8541098198538675,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8594044841056042
Mefenamic_acid,Cc1cccc(Nc2ccccc2C(=O)O)c1C,0,2.402484300749035,590.7975148337515,13.120955864630139,10.396913770291203,10.396913770291203,8.592224152875016,5.74909814802783,5.74909814802783,4.223207605941433,4.223207605941433,3.031440483672375,3.031440483672375,1.8102102333844057,1.8102102333844057,5.969305287951849,4.794537184071822,0.0,5.563451491696996,5.687386274683562,11.250837766380558,5.563451491696996,18.19910120538483,38.112942673227685,5.316788604006331,5.106527394840706,241.11027872,1.0,1.6666666666666667,2.388888888888889,0.13333333333333333,-2.2899999999999996,18.0,226.16999999999996,12394.310314522927,12.174429825362497,4.918407118135079,2.3483829738413826,106.08894170459865,11.123831884605693,0.47758334051759543,11.123831884605693,0.33730974624233334,0.27630196523053674,0.33730974624233334,-0.9274017384731665,-0.47758334051759543,3.7452400000000017,72.60000000000002,241.29,2.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,92.0,10.423315998847038,0.0,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,24.26546827384644,43.173478588160066,5.687386274683562,11.250837766380558,2.0,9.901064578912528,17.344077837318974,0.0,0.0,0.0,13.847474399381248,5.316788604006331,59.15492395432226,0.0,0.0,5.316788604006331,11.374772549367124,0.0,0.0,11.075832682792555,0.0,13.847474399381248,21.48489165916281,42.46456947923127,0.0,0.0,0.0,49.33,0.0,0.0,11.123831884605693,12.30968994079113,4.116948223733939,-0.9274017384731665,12.830641061980346,0.0,4.0462906273620565,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8600549198257492
Cimetidine,CN=C(NC#N)NCCSCc1nc[nH]c1C,0,2.1309410302229006,405.17377615680056,12.510225400620904,9.948559689713006,10.765056270640732,8.274386907679233,5.199365063468043,6.354065601847294,3.262609981657467,4.367781697180005,2.1098484568237756,3.0802088940534382,1.1752178591245963,2.0503461820649704,0.0,0.0,0.0,0.0,5.959554568743835,29.438319609103075,0.0,25.136877006832847,13.116893295469463,25.593938982542745,5.261891554738487,252.11571551199998,1.7058823529411764,2.5294117647058822,3.1176470588235294,0.5,-1.6800000000000002,17.0,236.219,8399.709922186494,13.38527415143603,7.570081043458362,4.7817848631942805,104.92554288214419,8.427130295299937,0.3547517477349958,8.427130295299937,0.20394285225588685,0.5037500000000004,0.20394285225588685,0.5037500000000004,-0.3547517477349958,0.5973999999999997,69.59710000000001,252.347,3.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,7.0,0.0,5.0,0.0,0.0,0.0,92.0,10.30076712495354,0.0,6.19315609577884,5.959554568743835,0.0,0.0,10.309193336642,4.9839785209472085,17.0237765041296,0.0,0.0,6.923737199690624,30.792063596931804,12.021248069613002,1.0,0.0,17.72143951813495,5.261891554738487,20.60153424990708,4.992404732635669,12.676590806437414,19.345281995336553,17.715176064461463,0.0,6.19315609577884,10.633577208012662,0.0,0.0,11.761884949391115,35.272793605974805,5.752853606746789,18.37878485020795,11.387855989696922,11.31972480740021,0.0,0.0,0.0,88.88999999999999,0.0,1.7850186602418743,11.151355513841084,13.92321335043557,2.210137058024414,2.3229183201058206,0.0,3.535713102951108,2.7731323241086048,1.6318450036248557,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2346588097545297
Didanosine,O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1,0,2.016013441752289,590.4936898575354,11.828062645816686,9.036072383245706,9.036072383245706,8.292024997884274,5.458792390264785,5.458792390264785,4.029407998193111,4.029407998193111,2.9784068329719666,2.9784068329719666,2.117708685152752,2.117708685152752,0.0,4.794537184071822,0.0,24.4980164180481,11.16387793838399,12.841643245852019,6.3273200747645415,10.894419722555895,0.0,14.951935562841626,9.843390348640755,236.090940244,1.5294117647058822,2.411764705882353,3.176470588235294,0.5,-1.7300000000000002,17.0,224.13499999999996,16439.15387566651,10.425630003932902,3.935096028973356,1.6331195862845582,96.07932400188179,11.439664981733435,0.3936764802090397,11.439664981733435,0.3003160299737121,0.015084404132023277,0.3003160299737121,-0.3525878422356594,-0.3936764802090397,-0.21050000000000008,58.378500000000024,236.23099999999994,2.0,7.0,0.0,1.0,1.0,0.0,2.0,2.0,6.0,2.0,7.0,0.0,2.0,0.0,1.0,1.0,90.0,14.827368869587964,11.875078391502598,5.516700717616262,0.0,0.0,5.559266895052008,9.361636831863176,4.9839785209472085,4.9839785209472085,0.0,0.0,12.841643245852019,0.0,25.365488501790306,3.0,9.843390348640755,11.16387793838399,0.0,19.519035210632982,0.0,25.173510804335194,6.606881964512918,23.008444228652912,0.0,0.0,5.559266895052008,0.0,0.0,0.0,37.336410957734905,4.736862953800049,0.0,19.06954441658689,17.449177333600908,0.0,11.16387793838399,0.0,93.03,7.405349584278156,0.0,21.974982442050894,9.021015815276728,0.5614290700848248,0.0,0.0,4.188805350844041,0.015084404132023277,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7521450742487874
Metoprolol,COCCc1ccc(OCC(O)CNC(C)C)cc1,1,2.285695819256649,337.7488527229999,14.08757566981053,12.056238916311631,12.056238916311631,9.113392202930195,6.736267834766839,6.736267834766839,4.914526399758236,4.914526399758236,2.722324032776904,2.722324032776904,1.5953428232140634,1.5953428232140634,6.103966387748303,5.106527394840706,0.0,0.0,19.193479199573453,18.777215420722833,5.563451491696996,7.109797541277533,38.11294267322769,5.316788604006331,9.473725907600098,267.18344366,1.2105263157894737,1.894736842105263,2.473684210526316,0.6,-1.1,19.0,242.16899999999995,16005.550546008659,15.955865921787705,8.908256708575717,7.1546480807002135,115.28706854388426,9.72607924092502,0.4908491126928612,9.72607924092502,0.11895622189073655,0.3027160493827161,0.11895622189073655,-0.4902148835378455,-0.4908491126928612,1.6132,76.66250000000005,267.36899999999997,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,4.0,0.0,9.0,0.0,0.0,0.0,108.0,19.897041906447136,18.460360185545127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.980208536304467,24.117007251546223,19.69639477633807,6.606881964512918,1.0,14.580253302440804,0.0,0.0,5.316788604006331,0.0,32.41410323920352,26.868317876215947,29.828919765543436,0.0,5.749511833283905,10.05365155780638,0.0,5.749511833283905,0.0,44.12065248795291,11.157684576726059,0.0,19.410925891078243,24.26546827384644,0.0,0.0,0.0,50.72,10.568141544202149,0.0,0.0,12.895984623836634,1.2187249207789435,0.782188681027967,8.260365096363474,0.4102944713749186,5.665825091731929,1.6984755706839871,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7135696186852984
